opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
LXXW3TRW,"Elease Gluck","GTX Plus Basic",Scotfind,Won,2016-12-19,2017-03-18,1164
8KJ3H262,"Elease Gluck","MG Special",Singletechno,Won,2016-12-19,2017-03-07,65
88POGNEL,"Gladys Colclough","GTX Plus Basic",Cancity,Lost,2016-12-19,2017-03-07,0
UYP3NNU6,"Kami Bicknell","GTX Basic",Groovestreet,Won,2016-12-19,2017-03-16,441
S1V8684Y,"Marty Freudenburg","GTX Plus Basic",Finhigh,Lost,2016-12-19,2017-03-12,0
MOPWEMB5,"Vicki Laflamme",GTXPro,Hatfan,Won,2016-12-19,2017-03-16,4907
L62MDI48,"Anna Snelling","MG Advanced",Isdom,Lost,2016-12-20,2017-03-01,0
3ECHUPQY,"Daniell Hammack","GTX Plus Basic",Hottechi,Engaging,2016-12-20,2017-05-22,472
3EL8D4WO,"Darcel Schlecht","MG Advanced",Codehow,Won,2016-12-20,2017-03-25,3269
VOAN1NXG,"Donn Cantrell","GTX Basic",Kinnamplus,Won,2016-12-20,2017-03-12,579
ALW92XQL,"Gladys Colclough","GTX Basic",Isdom,Lost,2016-12-20,2017-03-25,0
TJ6ZA1M3,"Kary Hendrixson","GTX Basic",Dalttechnology,Lost,2016-12-20,2017-03-07,0
FKAFO8O9,"Kary Hendrixson","MG Special",Xx-holding,Won,2016-12-20,2017-03-31,51
1XBC7M9F,"Markita Hansen","MG Special",Faxquote,Won,2016-12-20,2017-03-08,64
8IXBS90G,"Rosie Papadopoulos","MG Special",Donware,Won,2016-12-20,2017-03-08,60
2X45BEOS,"Cassey Cress","GTX Plus Basic",Ganjaflex,Won,2016-12-21,2017-03-27,1186
EQ8X0QTL,"Corliss Cosme","MG Advanced",Yearin,Won,2016-12-21,2017-03-09,3577
5QD53WHF,"Daniell Hammack","GTX Plus Basic",Donquadtech,Won,2016-12-21,2017-03-07,1020
K5CWSFCW,"Elease Gluck",GTXPro,Blackzim,Engaging,2016-12-21,2017-05-22,472
79EABK3X,"Hayden Neloms","MG Special",Zoomit,Won,2016-12-21,2017-03-23,53
2DKO9X1T,"Jonathan Berthelot","GTX Basic",Rundofase,Lost,2016-12-21,2017-03-10,0
IBDEQVBN,"Kary Hendrixson","GTX Basic",Faxquote,Lost,2016-12-21,2017-03-28,0
QZ3VV4C1,"Kary Hendrixson",GTXPro,Sunnamplex,Won,2016-12-21,2017-03-08,4719
62AK8UWX,"Moses Frase","GTX Basic",Codehow,Won,2016-12-21,2017-03-22,546
5QM4ORNT,"Niesha Huffines","GTX Plus Basic",Domzoom,Won,2016-12-21,2017-03-21,1212
4H2QMS78,"Vicki Laflamme","GTX Basic",Hottechi,Engaging,2016-12-21,2017-05-22,472
S91N9YBL,"Vicki Laflamme","GTX Basic",Sunnamplex,Lost,2016-12-21,2017-03-08,0
44H0FJMH,"Anna Snelling","GTX Plus Pro",Bioholding,Lost,2016-12-22,2017-03-27,0
N5AZLQZR,"Gladys Colclough","GTX Plus Pro",Dontechi,Won,2016-12-22,2017-03-14,5533
4T295XQL,"Kami Bicknell","MG Advanced",Finjob,Won,2016-12-22,2017-03-01,3295
YFS5KLJJ,"Rosalina Dieter","MG Special",Finjob,Won,2016-12-22,2017-03-31,45
S8GLKDB9,"Violet Mclelland","MG Special",Bioplex,Won,2016-12-22,2017-03-04,56
SQLYCFGV,"Zane Levy",GTXPro,Opentech,Engaging,2016-12-22,2017-05-22,472
EUG019AS,"Corliss Cosme","GTX Basic",Hottechi,Engaging,2016-12-23,2017-05-22,472
IE7VQ5BA,"Daniell Hammack","GTX Plus Basic",Finhigh,Engaging,2016-12-23,2017-05-22,472
01QKN578,"Darcel Schlecht",GTXPro,Funholding,Won,2016-12-23,2017-03-20,4247
M0JKP0HT,"Gladys Colclough","MG Advanced",Isdom,Won,2016-12-23,2017-03-13,3440
ZC3KKSUK,"James Ascencio",GTXPro,Plexzap,Won,2016-12-23,2017-03-02,5040
3X8VLQ5G,"Jonathan Berthelot","GTX Basic",Cancity,Won,2016-12-23,2017-03-12,469
EZLXL6GL,"Moses Frase","MG Special",Isdom,Won,2016-12-23,2017-03-07,58
R8PEL8V8,"Cecily Lampkin","MG Advanced",Isdom,Won,2016-12-24,2017-03-16,2955
L1R32S8H,"Corliss Cosme","GTX Plus Pro",Condax,Won,2016-12-24,2017-03-26,5228
J7N8J8NM,"Darcel Schlecht","MG Advanced",Toughzap,Won,2016-12-24,2017-03-14,3358
TO7PGVP1,"Elease Gluck","GTX Plus Pro",Green-Plus,Lost,2016-12-24,2017-03-29,0
A051G1B4,"Jonathan Berthelot","GTX Basic",Codehow,Won,2016-12-24,2017-03-31,517
NMDMM5YJ,"Moses Frase","GTX Basic",Dontechi,Won,2016-12-24,2017-03-03,615
LWPJEV3U,"Niesha Huffines","GTX Basic",Domzoom,Lost,2016-12-24,2017-03-10,0
I93ZFHEM,"Versie Hillebrand","MG Special",Condax,Won,2016-12-24,2017-03-08,62
B2VJCVBB,"Darcel Schlecht","GTX Plus Pro",Isdom,Won,2016-12-25,2017-03-13,4711
F90O03ZH,"Donn Cantrell",GTXPro,Kinnamplus,Lost,2016-12-25,2017-03-23,0
PC78RLUX,"Garret Kinder","GTX Basic",Yearin,Won,2016-12-25,2017-03-30,510
X6GL64T5,"Gladys Colclough",GTXPro,Warephase,Won,2016-12-25,2017-03-25,4891
OWM3BPGW,"Hayden Neloms","GTX Plus Basic",Green-Plus,Won,2016-12-25,2017-03-17,926
RP5PS9A5,"Lajuana Vencill","MG Special",Betatech,Won,2016-12-25,2017-03-10,56
AI76U58A,"Maureen Marcano","GTX Basic",Treequote,Engaging,2016-12-25,2017-05-22,472
KFPM2LJW,"Rosalina Dieter","GTX Basic",Hottechi,Engaging,2016-12-25,2017-05-22,472
F2PW7WP2,"Violet Mclelland","MG Special",Ontomedia,Won,2016-12-25,2017-03-05,47
GK8YD2XW,"Darcel Schlecht","GTX Basic",Rangreen,Lost,2016-12-26,2017-03-23,0
U4LRR9E9,"James Ascencio","GTX Plus Pro",Nam-zim,Won,2016-12-26,2017-03-10,6490
B00UMAV4,"Kami Bicknell","MG Advanced",Gogozoom,Engaging,2016-12-26,2017-05-22,472
C8TV7R8A,"Kary Hendrixson",GTXPro,Hottechi,Engaging,2016-12-26,2017-05-22,472
9N55D1AH,"Niesha Huffines","MG Advanced",Treequote,Won,2016-12-26,2017-03-02,3841
2VCDVCIZ,"Kary Hendrixson","GTX Basic",Hottechi,Engaging,2016-12-27,2017-05-22,472
WI4PODA2,"Kary Hendrixson","GTX Plus Pro",Faxquote,Won,2016-12-27,2017-03-15,5256
VF1V41RI,"Markita Hansen","MG Special",Kan-code,Lost,2016-12-27,2017-03-28,0
1B4L7TNG,"Markita Hansen","MG Advanced",Sonron,Lost,2016-12-27,2017-03-25,0
MZAN11FT,"Anna Snelling","GTX Basic",Conecom,Won,2016-12-28,2017-03-01,625
0U3WVJO0,"Corliss Cosme",GTXPro,Hottechi,Engaging,2016-12-28,2017-05-22,472
0IO00FNS,"Darcel Schlecht",GTXPro,Warephase,Lost,2016-12-28,2017-03-16,0
8S6TNXYB,"Darcel Schlecht",GTXPro,Conecom,Won,2016-12-28,2017-03-22,3952
PMMW9JX3,"Kary Hendrixson","GTX Basic",Hottechi,Engaging,2016-12-28,2017-05-22,472
MOLGOSGE,"Kary Hendrixson","GTX Plus Pro",Konex,Won,2016-12-28,2017-03-13,5515
FA1VHZSV,"Reed Clapper","MG Special","Vehement Capital Partners",Won,2016-12-28,2017-03-16,57
PXQEX039,"Versie Hillebrand","MG Special",Konmatfix,Won,2016-12-28,2017-03-28,51
RX56S6G3,"Vicki Laflamme","MG Advanced",Fasehatice,Won,2016-12-28,2017-03-13,3803
G4F8W039,"Anna Snelling","GTX Plus Pro",Rundofase,Won,2016-12-29,2017-03-27,5459
4T31MWVO,"Anna Snelling","MG Advanced",Stanredtax,Won,2016-12-29,2017-03-23,4148
2HT2R2GY,"Cassey Cress","GTX Plus Pro",Hottechi,Engaging,2016-12-29,2017-05-22,472
83XN082U,"Corliss Cosme","GTX Plus Pro",Ganjaflex,Won,2016-12-29,2017-03-23,5002
J21W3WIW,"Corliss Cosme","MG Advanced","Gekko & Co",Won,2016-12-29,2017-03-03,3351
52UPJFYI,"Gladys Colclough","GTX Basic",Domzoom,Won,2016-12-29,2017-03-19,571
QOL51JIB,"James Ascencio","GTX Basic",Goodsilron,Won,2016-12-29,2017-03-10,601
13GM5I6M,"Kami Bicknell",GTXPro,Hottechi,Engaging,2016-12-29,2017-05-22,472
93AGN8A6,"Markita Hansen","GTX Basic",Zoomit,Won,2016-12-29,2017-03-13,576
J7UNJFJL,"Marty Freudenburg","MG Special",Funholding,Won,2016-12-29,2017-03-03,52
A4H5ESTU,"Maureen Marcano","GTX Plus Basic",Fasehatice,Won,2016-12-29,2017-03-13,1185
8EZ04VQB,"Reed Clapper","GTX Plus Basic","Gekko & Co",Lost,2016-12-29,2017-03-28,0
4501T63I,"Rosalina Dieter","MG Special",Plexzap,Won,2016-12-29,2017-03-14,56
9IA34L8S,"Vicki Laflamme","GTX Basic",Hottechi,Engaging,2016-12-29,2017-05-22,472
FPNGEJRC,"Violet Mclelland","MG Special",Opentech,Won,2016-12-29,2017-03-29,54
S33WRL0Y,"Zane Levy",GTXPro,Xx-holding,Won,2016-12-29,2017-03-13,4818
Q7IRUJK7,"Anna Snelling","GTX Plus Pro",Codehow,Won,2017-01-01,2017-03-01,5087
DTZPYISJ,"Daniell Hammack","GTX Plus Basic",Opentech,Won,2017-01-01,2017-03-19,1116
Y9HWSG8Z,"Darcel Schlecht","GTX Basic",Gogozoom,Won,2017-01-01,2017-03-20,510
5T8Q2YID,"Elease Gluck","MG Special",Hottechi,Engaging,2017-01-01,2017-05-22,472
JOQCXC9Z,"Jonathan Berthelot","GTX Basic",Streethex,Won,2017-01-01,2017-03-16,565
AP7PCLAZ,"Kami Bicknell","GTX Basic",Finjob,Won,2017-01-01,2017-03-26,633
BIE471SO,"Reed Clapper","MG Advanced",Xx-zobam,Won,2017-01-01,2017-03-29,3962
UA8AWDG4,"Vicki Laflamme","MG Advanced",Y-corporation,Won,2017-01-01,2017-03-22,3672
BTT6YAVZ,"Zane Levy","GTX Plus Basic",Green-Plus,Engaging,2017-01-01,2017-05-22,472
FZDRB789,"Zane Levy",GTXPro,Goodsilron,Won,2017-01-01,2017-03-18,4586
PC1NUL8Q,"Anna Snelling","MG Special",Hottechi,Won,2017-01-02,2017-03-02,60
O7UUAK3Y,"Corliss Cosme","GTX Plus Basic",dambase,Engaging,2017-01-02,2017-05-22,472
TLOHEQ18,"Corliss Cosme","GTX Plus Basic",Hottechi,Engaging,2017-01-02,2017-05-22,472
F1X5ZJ7V,"Jonathan Berthelot","GTX Basic",Dontechi,Won,2017-01-02,2017-05-04,572
IF7MJ88P,"Kary Hendrixson","GTX Basic",Goodsilron,Won,2017-01-02,2017-03-01,550
06B7XWPC,"Kary Hendrixson",GTXPro,Sonron,Won,2017-01-02,2017-03-17,4125
12MQ3WM8,"Marty Freudenburg","MG Advanced",Zumgoity,Won,2017-01-02,2017-03-10,3647
91M6FY8S,"Moses Frase","GTX Basic",Dontechi,Won,2017-01-02,2017-03-21,573
0LNZRNEU,"Violet Mclelland","GTX Basic",Zencorporation,Won,2017-01-02,2017-03-29,542
NKOKUS7D,"Cassey Cress","MG Advanced",Donware,Won,2017-01-03,2017-03-12,3479
NF6GCTMV,"Daniell Hammack","MG Advanced",Ganjaflex,Lost,2017-01-03,2017-03-22,0
I4UCA7CU,"Darcel Schlecht","GTX Plus Basic",Stanredtax,Won,2017-01-03,2017-03-21,1012
EWDOBEM6,"Hayden Neloms","MG Special",Hottechi,Engaging,2017-01-03,2017-05-22,472
1LI7ETNZ,"James Ascencio","GTX Plus Basic",Doncon,Won,2017-01-03,2017-03-06,990
N36DEZBR,"James Ascencio",GTXPro,Sunnamplex,Won,2017-01-03,2017-03-18,4374
77ZECYVJ,"Kary Hendrixson","GTX Basic",Finjob,Lost,2017-01-03,2017-03-17,0
IRB461Y7,"Kary Hendrixson","GTX Plus Basic",Xx-holding,Won,2017-01-03,2017-03-30,1054
NM2Q3CGW,"Vicki Laflamme","MG Special",Scotfind,Won,2017-01-03,2017-03-15,55
OEEUEIPJ,"Violet Mclelland","MG Special",Ganjaflex,Lost,2017-01-03,2017-03-05,0
5E14LG51,"Boris Faz","GTX Plus Basic",Iselectrics,Won,2017-01-04,2017-03-25,1073
TIAGZQ54,"Cecily Lampkin","MG Advanced","Genco Pura Olive Oil Company",Lost,2017-01-04,2017-03-20,0
QM6VR1H5,"Daniell Hammack","GTX Plus Pro",Hottechi,Engaging,2017-01-04,2017-05-22,472
QR2BDRAI,"James Ascencio","MG Advanced",Hottechi,Engaging,2017-01-04,2017-05-22,472
Z75ND4JF,"Kary Hendrixson","GTX Basic",Hottechi,Engaging,2017-01-04,2017-05-22,472
CRX91A45,"Kary Hendrixson","GTX Basic",Faxquote,Won,2017-01-04,2017-03-16,586
ZOQ8RC86,"Marty Freudenburg",GTXPro,Treequote,Won,2017-01-04,2017-05-05,4667
SV4SOO2K,"Vicki Laflamme","GTX Plus Basic",Hottechi,Won,2017-01-04,2017-03-28,880
ITHR5WLF,"Vicki Laflamme","MG Advanced",Plexzap,Won,2017-01-04,2017-03-12,3676
CGWJ1WHI,"Wilburn Farren","MG Special",Hottechi,Engaging,2017-01-04,2017-05-22,472
279625VN,"Anna Snelling","MG Advanced",Funholding,Lost,2017-01-05,2017-03-25,0
M16D8PYH,"Daniell Hammack","GTX Plus Pro",Hottechi,Engaging,2017-01-05,2017-05-22,472
RK52YU8S,"Darcel Schlecht",GTXPro,Treequote,Lost,2017-01-05,2017-03-09,0
E8EY51IC,"Garret Kinder","GTX Plus Basic",Opentech,Lost,2017-01-05,2017-03-26,0
HG07LMHI,"Jonathan Berthelot",GTXPro,Treequote,Won,2017-01-05,2017-03-19,4716
VPXW8RJS,"Kami Bicknell","MG Advanced",Hottechi,Engaging,2017-01-05,2017-05-22,472
85XNDIK1,"Kary Hendrixson","GTX Basic",Blackzim,Lost,2017-01-05,2017-03-30,0
2U54WYQ1,"Vicki Laflamme",GTXPro,Goodsilron,Won,2017-01-05,2017-03-23,4211
VCA1WAB0,"Anna Snelling","MG Advanced",Funholding,Lost,2017-01-06,2017-03-21,0
T7T1YIM7,"Boris Faz","GTX Plus Pro",Hottechi,Engaging,2017-01-06,2017-05-22,472
MXNVX2AM,"Darcel Schlecht",GTXPro,Codehow,Lost,2017-01-06,2017-03-18,0
1G866GH4,"Darcel Schlecht","MG Special",Toughzap,Won,2017-01-06,2017-03-17,56
WDG0B1IR,"Gladys Colclough","MG Special",Rundofase,Lost,2017-01-06,2017-03-23,0
Q5CABPMO,"Gladys Colclough","MG Special",Funholding,Won,2017-01-06,2017-03-23,44
HHBA93J5,"Kary Hendrixson","GTX Basic",Konex,Won,2017-01-06,2017-03-27,532
R0W6A9BG,"Lajuana Vencill","GTX Basic",Treequote,Lost,2017-01-06,2017-05-10,0
P5EGQ0HI,"Lajuana Vencill","GTX Basic",Zumgoity,Lost,2017-01-06,2017-03-20,0
L1EJIE5L,"Reed Clapper",GTXPro,Kinnamplus,Lost,2017-01-06,2017-03-17,0
S3XI6YB3,"Versie Hillebrand","GTX Basic",Domzoom,Lost,2017-01-06,2017-03-24,0
BBC3JB3H,"Anna Snelling","GTX Basic",Isdom,Won,2017-01-07,2017-03-08,622
4JHY98UG,"Cassey Cress","GTX Basic",Hottechi,Engaging,2017-01-07,2017-05-22,472
7XVLKX8G,"Cecily Lampkin","GTX Plus Pro",Cancity,Lost,2017-01-07,2017-03-05,0
G39V1X3G,"Corliss Cosme","MG Special",Hottechi,Engaging,2017-01-07,2017-05-22,472
OX4P78HP,"Corliss Cosme","GTX Plus Basic",Xx-zobam,Won,2017-01-07,2017-03-16,1257
72LNJRY9,"Maureen Marcano","GTX Plus Basic",Lexiqvolax,Won,2017-01-07,2017-03-25,1135
8C2WG2FB,"Zane Levy","MG Advanced",Hottechi,Lost,2017-01-07,2017-03-28,0
L0345WKB,"Zane Levy",GTXPro,Newex,Won,2017-01-07,2017-03-14,4313
S24L8LVR,"Anna Snelling","GTX Plus Pro",dambase,Won,2017-01-08,2017-03-18,5210
JXWXEJXE,"Lajuana Vencill","MG Special",Ron-tech,Won,2017-01-08,2017-03-27,47
W2JCRPLX,"Markita Hansen","MG Advanced",Konex,Won,2017-01-08,2017-03-22,3220
EQCD7G7Q,"Rosalina Dieter","GTX Basic",Initech,Engaging,2017-01-08,2017-05-22,472
1M2I2NXQ,"Rosie Papadopoulos","MG Special",Donware,Won,2017-01-08,2017-03-26,47
XYNTWPN1,"Violet Mclelland","MG Special",Rundofase,Engaging,2017-01-08,2017-05-22,472
54EGR0AD,"Violet Mclelland","MG Special",Yearin,Won,2017-01-08,2017-03-25,63
VT5Y73GX,"Anna Snelling","MG Special",Betatech,Won,2017-01-09,2017-03-15,56
8O9V7UOZ,"Anna Snelling","MG Special",Rundofase,Won,2017-01-09,2017-03-01,65
GIIC5H9X,"Boris Faz","GTX Plus Pro",Donquadtech,Won,2017-01-09,2017-03-19,5743
9WMU7YHD,"Cassey Cress","MG Special",Mathtouch,Won,2017-01-09,2017-03-03,53
8BQMFR86,"Corliss Cosme","GTX Plus Pro",Betasoloin,Won,2017-01-09,2017-03-30,4974
DDCC6ZPK,"Donn Cantrell","MG Advanced",Ontomedia,Won,2017-01-09,2017-03-25,3892
YMGWLEHY,"Garret Kinder",GTXPro,Betasoloin,Won,2017-01-09,2017-03-21,3822
FKS9MVF6,"Jonathan Berthelot","GTX Basic",Inity,Won,2017-01-09,2017-03-02,504
6Q67ZUJ1,"Maureen Marcano","MG Special",Hottechi,Engaging,2017-01-09,2017-05-22,472
HF8ABDF6,"Rosalina Dieter","MG Advanced",Xx-holding,Won,2017-01-09,2017-03-29,3145
Y6UBZM6P,"Vicki Laflamme","GTX Plus Pro",Hottechi,Engaging,2017-01-09,2017-05-22,472
SIRC44NM,"Vicki Laflamme","GTX Basic",Finjob,Won,2017-01-09,2017-03-27,564
7S6SHJJG,"Zane Levy","GTX Plus Basic",Fasehatice,Won,2017-01-09,2017-03-14,1117
ZE84UHHB,"Anna Snelling","MG Special",Inity,Won,2017-01-10,2017-03-26,59
2R3ZA84D,"Darcel Schlecht","MG Special",Finhigh,Won,2017-01-10,2017-03-28,52
LTTYTAXA,"Donn Cantrell",GTXPro,Kan-code,Won,2017-01-10,2017-03-24,4694
RIW4VWBW,"Hayden Neloms","GTX Plus Pro",Hottechi,Engaging,2017-01-10,2017-05-22,472
ZWFPD71J,"Kami Bicknell",GTXPro,Plusstrip,Won,2017-01-10,2017-03-06,5620
T5C527Z9,"Kary Hendrixson","GTX Plus Basic",Singletechno,Won,2017-01-10,2017-03-08,1095
XC4LTIEO,"Lajuana Vencill","GTX Basic",Conecom,Lost,2017-01-10,2017-05-02,0
AEBF9M5T,"Lajuana Vencill","GTX Basic",Ron-tech,Won,2017-01-10,2017-03-30,489
DWUD4S0P,"Markita Hansen","GTX Basic",Hottechi,Engaging,2017-01-10,2017-05-22,472
MCE5DKD1,"Markita Hansen","MG Special",Bioholding,Engaging,2017-01-10,2017-05-22,472
EV46ES18,"Markita Hansen","GTX Plus Pro",Golddex,Won,2017-01-10,2017-03-16,5908
ID3IJHUS,"Markita Hansen","MG Advanced",Xx-holding,Won,2017-01-10,2017-03-11,3820
YBJ72HKE,"Maureen Marcano","GTX Plus Basic",Hottechi,Lost,2017-01-10,2017-03-12,0
RW39Y63V,"Vicki Laflamme",GTXPro,Hottechi,Engaging,2017-01-10,2017-05-22,472
5DEO8EDS,"Vicki Laflamme","GTX Basic",Rantouch,Won,2017-01-10,2017-03-20,581
8LW65NDL,"Violet Mclelland","GTX Plus Pro",Hottechi,Engaging,2017-01-10,2017-05-22,472
CJ2ON1LV,"Corliss Cosme",GTXPro,Nam-zim,Engaging,2017-01-11,2017-05-22,472
4I8X7EMW,"Corliss Cosme",GTXPro,Hottechi,Engaging,2017-01-11,2017-05-22,472
WPXAMXD2,"Darcel Schlecht","GTX Plus Pro",Funholding,Lost,2017-01-11,2017-03-10,0
A4BBDK82,"Jonathan Berthelot","GTX Basic",Gogozoom,Won,2017-01-11,2017-03-28,585
LMOAYCUK,"Kami Bicknell","GTX Plus Basic",Plusstrip,Engaging,2017-01-11,2017-05-22,472
4XCJP60W,"Kami Bicknell","GTX Basic",Nam-zim,Won,2017-01-11,2017-05-06,572
CDKX2A19,"Lajuana Vencill","MG Advanced",Zumgoity,Won,2017-01-11,2017-03-12,3669
344I60EI,"Markita Hansen","GTX Plus Basic",Golddex,Won,2017-01-11,2017-03-16,1091
YI30GSB5,"Marty Freudenburg","GTX Plus Basic",Rangreen,Lost,2017-01-11,2017-03-31,0
0IYQX303,"Reed Clapper",GTXPro,Donquadtech,Won,2017-01-11,2017-03-17,4905
6IMUQYMN,"Corliss Cosme","GTX Basic","Vehement Capital Partners",Won,2017-01-12,2017-03-10,540
N9GAZ6B6,"Gladys Colclough","MG Special",Zumgoity,Won,2017-01-12,2017-03-20,49
8O3IYWSM,"Jonathan Berthelot","GTX Basic","Globex Corporation",Won,2017-01-12,2017-05-17,513
R3OR0J5C,"Lajuana Vencill","MG Special",Gogozoom,Won,2017-01-12,2017-03-30,54
VCSHYIU8,"Maureen Marcano","GTX Plus Basic",Hottechi,Engaging,2017-01-12,2017-05-22,472
0I6U3MQ6,"Violet Mclelland","GTX Basic",Funholding,Engaging,2017-01-12,2017-05-22,472
RXV4UXRE,"Violet Mclelland","MG Special",Yearin,Won,2017-01-12,2017-03-23,56
5AKGNKX1,"Anna Snelling","MG Special",Konmatfix,Won,2017-01-13,2017-03-16,58
KNLMLTJH,"Anna Snelling","MG Special",Treequote,Won,2017-01-13,2017-03-27,58
WRUG19FZ,"Hayden Neloms","MG Advanced","Vehement Capital Partners",Engaging,2017-01-13,2017-05-22,472
UQQE9ILV,"James Ascencio",GTXPro,Iselectrics,Engaging,2017-01-13,2017-05-22,472
G9GH5KV5,"Kami Bicknell",GTXPro,Nam-zim,Won,2017-01-13,2017-03-21,4453
H06UZJH8,"Kary Hendrixson","MG Special",Plusstrip,Lost,2017-01-13,2017-05-08,0
K1RXVUG9,"Kary Hendrixson","GTX Basic",Nam-zim,Won,2017-01-13,2017-03-14,619
1QT3STIA,"Maureen Marcano","GTX Plus Pro",Xx-holding,Won,2017-01-13,2017-05-14,5163
070M5M6X,"Maureen Marcano",GTXPro,Green-Plus,Won,2017-01-13,2017-03-25,4071
DFTR2O9K,"Reed Clapper","MG Special",Donquadtech,Won,2017-01-13,2017-05-08,56
W8CXDBQN,"Vicki Laflamme","MG Special",Hottechi,Engaging,2017-01-13,2017-05-22,472
S9MECO24,"Violet Mclelland","MG Advanced",Sumace,Lost,2017-01-13,2017-03-31,0
EJSFO67U,"Donn Cantrell",GTXPro,Zotware,Won,2017-01-14,2017-03-29,4375
VKT0UN11,"James Ascencio","MG Advanced",Codehow,Engaging,2017-01-14,2017-05-22,472
SKTD4GGU,"Kami Bicknell","GTX Basic",Golddex,Won,2017-01-14,2017-03-28,610
JIACLB24,"Vicki Laflamme","GTX Basic",Scottech,Engaging,2017-01-14,2017-05-22,472
SNAPG5KC,"Vicki Laflamme","MG Advanced",Hatfan,Lost,2017-01-14,2017-05-05,0
561707V4,"Vicki Laflamme",GTXPro,Xx-holding,Won,2017-01-14,2017-03-17,4554
J28ZRO9G,"Wilburn Farren","MG Advanced",Konex,Won,2017-01-14,2017-05-18,2880
5VYJCJAE,"Corliss Cosme","GTX Plus Pro",Zoomit,Engaging,2017-01-15,2017-05-22,472
BTUG5VDL,"Corliss Cosme",GTXPro,Inity,Engaging,2017-01-15,2017-05-22,472
KZ8Q0AFX,"Corliss Cosme","GTX Plus Basic",Initech,Lost,2017-01-15,2017-05-02,0
CT3HBBI2,"Elease Gluck","MG Special",Mathtouch,Engaging,2017-01-15,2017-05-22,472
